region,team name,player name,games,wins,win percentage,score,score per game,goals,goals per game,assists,assists per game,saves,saves per game,shots,shots per game,shots conceded,shots conceded per game,goals conceded,goals conceded per game,goals conceded while last defender,goals conceded while last defender per game,shooting percentage,bpm per game,avg boost amount per game,amount collected,amount collected per game,amount collected big pads,amount collected big pads per game,amount collected small pads,amount collected small pads per game,count collected big pads,count collected big pads per game,count collected small pads,count collected small pads per game,amount stolen,amount stolen per game,amount stolen big pads,amount stolen big pads per game,amount stolen small pads,amount stolen small pads per game,count stolen big pads,count stolen big pads per game,count stolen small pads,count stolen small pads per game,0 boost time,0 boost time per game,100 boost time,100 boost time per game,amount used while supersonic,amount used while supersonic per game,amount overfill total,amount overfill total per game,amount overfill stolen,amount overfill stolen per game,avg speed per game,total distance,total distance per game,time slow speed,time slow speed per game,time boost speed,time boost speed per game,time supersonic speed,time supersonic speed per game,time on ground,time on ground per game,time low in air,time low in air per game,time high in air,time high in air per game,time powerslide,time powerslide per game,avg powerslide time per game,count powerslide,count powerslide per game,time most back,time most back per game,time most forward,time most forward per game,time in front of ball,time in front of ball per game,time behind ball,time behind ball per game,time defensive half,time defensive half per game,time offensive half,time offensive half per game,time defensive third,time defensive third per game,time neutral third,time neutral third per game,time offensive third,time offensive third per game,avg distance to ball per game,avg distance to ball has possession per game,avg distance to ball no possession per game,demos inflicted,demos inflicted per game,demos taken,demos taken per game
North America,SOL,night.,38,17,44.74,15420,405.79,24,0.63,14,0.37,77,2.03,99,2.61,359,9.45,72,1.89,26,0.68,24.24,376.5,46.16,84983,2236.39,55876,1470.42,29107,765.97,638,16.79,2491,65.55,15288,402.32,8528,224.42,6760,177.89,94,2.47,575,15.13,1676.03,44.11,1268.36,33.38,7937,208.87,8407,221.24,953,25.08,1435.88,19294556,507751.47,7428.27,195.48,5061.71,133.2,1603.29,42.19,7534.58,198.28,5498.59,144.7,1060.16,27.9,177.01,4.66,0.13,1412,37.16,5057.9,133.1,4435.7,116.73,3860.53,101.59,10232.77,269.28,9679.76,254.73,4413.48,116.14,7307.03,192.29,4353.09,114.55,2433.18,64.03,2829.09,2693.19,2945.26,17,0.45,62,1.63
North America,GENGMOBIL1,noly,58,34,58.62,19746,340.45,36,0.62,36,0.62,77,1.33,153,2.64,417,7.19,94,1.62,30,0.52,23.53,443.77,51,152128,2622.9,116052,2000.9,36076,622,1414,24.38,3043,52.47,29027,500.47,18803,324.19,10224,176.28,234,4.03,872,15.03,2363.52,40.75,3294.09,56.79,25440,438.62,25717,443.4,4203,72.47,1558.36,30356876,523394.41,9049.72,156.03,8290.59,142.94,3176.24,54.76,11541.51,198.99,7503.39,129.37,1471.76,25.38,450.23,7.76,0.09,4914,84.72,7241.4,124.85,6487.8,111.86,5665.28,97.68,14851.32,256.06,13241.84,228.31,7274.76,125.43,9593.32,165.4,6765.5,116.65,4157.81,71.69,3086.62,2964.92,3196.7,106,1.83,73,1.26
North America,AKREW,oath,40,17,42.5,16058,401.45,37,0.93,15,0.38,67,1.67,126,3.15,353,8.82,84,2.1,25,0.62,29.37,394.93,47.4,94842,2371.05,59046,1476.15,35796,894.9,712,17.8,3123,78.07,19540,488.5,9520,238,10020,250.5,110,2.75,880,22,1865.07,46.63,1252.88,31.32,11350,283.75,12547,313.67,1540,38.5,1495.82,20731704,518292.59,7072.33,176.81,5578.42,139.46,1964.39,49.11,8215.94,205.4,5509.65,137.74,889.6,22.24,327.26,8.18,0.09,3469,86.72,4913.5,122.84,4548.2,113.71,4058.66,101.47,10556.53,263.91,9630.74,240.77,4984.46,124.61,7107.42,177.69,4727.11,118.18,2780.66,69.52,2830.59,2755.58,2899.59,35,0.88,48,1.2
North America,XSET,percy.,22,4,18.18,7959,361.77,9,0.41,8,0.36,47,2.14,51,2.32,204,9.27,54,2.45,22,1,17.65,454.88,48.03,59507,2704.86,40220,1828.18,19287,876.68,468,21.27,1673,76.05,11991,545.05,7237,328.95,4754,216.09,81,3.68,410,18.64,920.74,41.85,700.29,31.83,10844,492.91,6929,314.95,878,39.91,1597.02,12204338,554742.62,3267.81,148.54,3288.75,149.49,1474.59,67.03,5052.87,229.68,2661.95,121,316.31,14.38,221.11,10.05,0.11,2080,94.55,3122.1,141.91,2140.5,97.3,1977.23,89.87,6053.92,275.18,5533.38,251.52,2497.74,113.53,4183.44,190.16,2485.65,112.98,1362.05,61.91,2938.06,2860.62,3003.26,19,0.86,27,1.23
North America,XSET,rapid,22,4,18.18,8235,374.32,11,0.5,5,0.23,45,2.05,57,2.59,204,9.27,54,2.45,20,0.91,19.3,432.19,45.44,57102,2595.55,42637,1938.05,14465,657.5,509,23.14,1171,53.23,11921,541.86,7701,350.05,4220,191.82,88,4,330,15,1227.93,55.82,792.44,36.02,8783,399.23,8134,369.73,1041,47.32,1563.31,11930604,542300.19,3502.64,159.21,3215.2,146.15,1305.2,59.33,4421.12,200.96,3022.93,137.41,579.02,26.32,166.05,7.55,0.11,1517,68.95,2792.5,126.93,2448.5,111.3,2132.49,96.93,5890.59,267.75,5473.18,248.78,2549.9,115.9,4128.56,187.66,2430.33,110.47,1464.17,66.55,2875.31,2714.01,3011.48,18,0.82,31,1.41
North America,SCUZZ ESPORTS,saya,20,9,45,5571,278.55,6,0.3,9,0.45,32,1.6,42,2.1,174,8.7,32,1.6,10,0.5,14.29,433.88,46.7,49468,2473.4,37056,1852.8,12412,620.6,442,22.1,1021,51.05,11872,593.6,7777,388.85,4095,204.75,86,4.3,325,16.25,1088.43,54.42,700.83,35.04,8296,414.8,7061,353.05,730,36.5,1559,10193251,509662.56,3017.63,150.88,2635.67,131.78,1197.14,59.86,3954.4,197.72,2441.28,122.06,454.76,22.74,166.26,8.31,0.08,2109,105.45,2284,114.2,2407.9,120.4,2285.76,114.29,4564.68,228.23,4378.69,218.93,2471.77,123.59,3208.29,160.41,2172.08,108.6,1470.08,73.5,3015.52,2917.47,3105.26,23,1.15,16,0.8
North America,KNIGHTS,sosacrdbl.,36,17,47.22,14248,395.78,21,0.58,15,0.42,79,2.19,93,2.58,336,9.33,72,2,15,0.42,22.58,361.29,51.77,81005,2250.14,55316,1536.56,25689,713.58,726,20.17,2216,61.56,19360,537.78,11909,330.81,7451,206.97,142,3.94,644,17.89,1284.44,35.68,1535.3,42.65,12380,343.89,17403,483.42,2228,61.89,1530.34,19173972,532610.31,6176.12,171.56,5217.16,144.92,1789,49.69,7835.34,217.65,4623.29,128.42,723.68,20.1,201.63,5.6,0.08,2449,68.03,4021,111.69,4547.9,126.33,3807.53,105.76,9374.76,260.41,8348.05,231.89,4834.21,134.28,6079.89,168.89,4329.14,120.25,2773.23,77.03,3068.5,2875.28,3241.55,19,0.53,65,1.81
North America,GHOST GAMING,tcorrell.,35,13,37.14,15393,439.8,20,0.57,20,0.57,84,2.4,98,2.8,330,9.43,83,2.37,25,0.71,20.41,460.33,49.07,106473,3042.09,75392,2154.06,31081,888.03,919,26.26,2692,76.91,28782,822.34,19087,545.34,9695,277,223,6.37,847,24.2,2093.3,59.81,1657.34,47.35,18387,525.34,16996,485.6,3315,94.71,1619.96,21034020,600972,5501.72,157.19,5225.07,149.29,2955.5,84.44,7076.49,202.19,5730.35,163.72,875.43,25.01,301.26,8.61,0.1,2901,82.89,4553.8,130.11,4645.1,132.72,4056.04,115.89,9626.29,275.04,8759.22,250.26,4923.09,140.66,6481.42,185.18,4299.63,122.85,2901.21,82.89,2897.75,2747.03,3034.89,62,1.77,34,0.97
North America,VERSION1,torment,40,22,55,12740,318.5,20,0.5,18,0.45,59,1.48,81,2.03,281,7.03,66,1.65,27,0.68,24.69,343.12,46.51,82513,2062.82,48066,1201.65,34447,861.17,616,15.4,2976,74.4,14552,363.8,6323,158.07,8229,205.73,84,2.1,725,18.12,1174.43,29.36,1434.31,35.86,7949,198.73,13823,345.58,2100,52.5,1464.76,20184648,504616.19,7426.03,185.65,5436.17,135.9,1615.37,40.38,7969.92,199.25,5555.42,138.89,952.24,23.81,206.06,5.15,0.09,2186,54.65,5720.8,143.02,3947.3,98.68,3233.98,80.85,11243.69,281.09,10075.68,251.89,4401.95,110.05,7421.86,185.55,4705.91,117.65,2349.84,58.75,2998.89,2994.19,3010.28,34,0.85,31,0.77
North America,FURIA,yANXNZ^^,69,35,50.72,29167,422.71,47,0.68,48,0.7,128,1.86,267,3.87,567,8.22,144,2.09,50,0.72,17.6,402.64,52.9,172239,2496.22,130983,1898.3,41256,597.91,1681,24.36,3777,54.74,40953,593.52,27775,402.54,13178,190.99,327,4.74,1178,17.07,2445.22,35.44,4767.98,69.1,21854,316.72,39326,569.94,5269,76.36,1610.61,38592656,559313.88,10541.39,152.77,9731.63,141.04,5073.63,73.53,13221.99,191.62,9998.62,144.91,2126,30.81,364.32,5.28,0.11,3318,48.09,8520.3,123.48,8716.8,126.33,7234.77,104.85,18111.84,262.49,15885.32,230.22,9461.34,137.12,11725.69,169.94,7877.88,114.17,5743.12,83.23,2771.13,2570.11,2980.74,61,0.88,105,1.52
